Nimi,Riiklikud Maksud,Tööjõumaksud ja maksed,Käive,Töötajaid
METZIKO INDUSTRIES OÜ,18066,3143,165874,4
DSVH OÜ,18064,3231,45948,1
BENNUR OÜ,18058,5967,231845,17
HADES-INVEST OÜ,18058,8625,102485,5
OÜ AKNA KIIRABI,18057,9973,84696,6
LEOKITALU OÜ,18054,10723,106753,13
LOKSA HALJASTUS OÜ,18054,10453,49598,8
ELISTA COMMUNICATIONS OÜ,18052,12696,56861,4
LENOVON OÜ,18047,20419,12139,7
BALTIC BULKTRANS OÜ,18047,18127,154899,2
HOOL JA ABI OÜ,18047,15875,76685,14
ABJA ELAMU OÜ,18040,14832,149659,12
POLYTEX OÜ,18040,14125,70305,11
TARMO TOOMAST,18036,12085,63934,9
SHOW AGENCY OÜ,18036,574,245605,1
OSAÜHING NETO BALTIC,18035,10288,74056,2
FRONTIER HOCKEY OÜ,18035,17757,227640,14
EVIANTES GRUPP OÜ,18033,2178,244218,5
COLDSERVICE OÜ,18032,8814,125715,5
PLATINUM OÜ,18032,4331,198232,7
JÄRVA-JAANI TEENUS OÜ,18031,10455,72305,10
GOING SOFTWARE OÜ,18027,18880,50090,4
K.K TRANS OÜ,18022,19912,143818,10
CLIMAREF OÜ,18022,7517,370653,5
ZACMAN OÜ,18018,11088,50314,5
RAVOLAR GRUPP OÜ,18014,18107,201986,9
TASE CREATIVE OÜ,18011,4950,105653,2
EKTO PÄRNU OÜ,18009,9262,52969,7
MIKSER OÜ,18007,5455,158680,6
E.S.I. SYSTEMS OÜ,18005,14701,679440,5
LOITSUKELLER OÜ,18003,13279,80570,9
PENINGI MASINAÜHISTU,18002,2303,221691,2
VALVE RAIDE APTEEK OÜ,17999,10727,284187,7
BALTCONTROL OÜ,17997,6255,90455,2
DOWNTOWN DEVELOPMENT OÜ,17989,6869,73850,4
MÄEBÜROO NORD OÜ,17983,10486,56845,6
ASTROMOTO AS,17977,10047,90214,13
ABAKUS HOLDING OÜ,17977,3455,3750,2
NETOWERK OÜ,17975,7762,26627,3
AMPRON OÜ,17970,14555,47011,4
KÄHRI & KAARIN OÜ,17970,2658,80750,2
EESTI VEE-ETTEVÕTETE LIIT,17969,15925,17994,16
SILVERLINE OÜ,17969,8189,90034,3
LEMMU METS OÜ,17966,4325,101374,4
HOTELL TÄHETORNI OÜ,17963,12926,106854,20
LAB CLUB OÜ,17962,14730,118903,21
TRANSEPP OÜ,17960,4313,75271,5
SOLFER TRADE OÜ,17954,2782,103991,3
PRIAAL OÜ,17952,16072,86530,7
SADAMAKOHVIK OÜ,17947,14078,71277,16
OÜ SA2,17944,4015,94955,3
OÜ TS MARINE,17942,4874,115867,6
GEULIA GRUPP OÜ,17941,9329,81749,8
VEND VALMAR OÜ,17941,11641,178875,7
CANTEX HOLDING OÜ,17937,19546,251010,17
HAIRLINE OÜ,17935,9543,187019,7
LUMERANTA OÜ,17934,6623,149440,6
BOUNTY OÜ,17933,11189,89668,11
MAKO AS,17926,9908,92800,5
MFV LOOTUS OÜ,17926,18905,2029990,3
ELEKTRIAJAMID OÜ,17926,2019,192566,2
MAG-MET OÜ,17923,3059,112115,2
PERSONNEL SERVICES OÜ,17919,19102,521344,5
PRÜGIVEDU.EE OÜ,17917,11561,226093,8
TORTUS OÜ,17916,18644,68880,17
MALMEXA OÜ,17916,19454,269800,10
OÜ KRIVEST GROUP,17916,9481,80869,3
TRK VÄRVID OÜ,17914,11052,88587,8
EPICRATES GRUPP OÜ,17913,16502,100960,9
HEKTOR DESIGN HOSTELS OÜ,17912,19668,216019,17
TOOMPUIT OÜ,17910,7668,19098,6
ÜLDE PM OÜ,17905,1458,105573,1
CAPITAL INVEST SYSTEMS AS,17904,13902,34356,6
SIILING OÜ,17898,12172,93864,8
LAESSON & PARTNERID OÜ,17896,10038,69745,19
RICH CAPITAL OÜ,17887,8994,64111,3
GLOBEST PROJEKT OÜ,17887,11139,154260,23
REVERS EHITUS OÜ,17886,14556,31336,7
HIL-SAM OÜ,17884,18928,123394,8
ELMIRE OÜ,17883,8662,47259,4
EDITES OÜ,17882,9225,68081,6
VIVEO HEALTH OÜ,17880,18489,318,7
VOLDEMAR KAMENIK,17880,10049,254434,5
SAIMRE AGRO GRUPP OÜ,17879,12020,54735,4
AXAROL OÜ,17874,5097,227505,3
PÄRNAPUU OÜ,17872,11900,75925,9
M.F.LEMING OÜ,17872,2547,162144,4
ROCKWELD OÜ,17871,5941,99882,7
AMICUS PHARMA OÜ,17869,18773,129803,2
BON TOUR OÜ,17860,4977,497982,6
PERIOODIKA REPRO OÜ,17856,7905,69988,6
K-HOPPE OÜ,17854,8051,107247,8
TAR-TOODE OÜ,17854,11212,112241,13
BALTIC TRANSPORT OÜ,17853,9604,45100,13
FAMATRA OÜ,17852,11234,68460,16
VÕRU MATUSETALITUS OÜ,17851,4178,147431,6
MORRIS SERVICE OÜ,17849,3832,182407,4
KAIU EKO KAUBANDUS OÜ,17847,7654,166420,4
TUMA AUTO OÜ,17845,531,226296,1
VEMARK OÜ,17839,3840,117574,7
TRESCO METALL OÜ,17834,8751,143230,6
COOLWELD OÜ,17834,11016,40617,6
PUIT JA METS OÜ,17830,4651,213028,9
S-LINK OÜ,17829,7645,324424,8
ROSIINE OÜ,17824,8612,88643,13
INVESTEERINGUTE HOOLDUSE OÜ,17821,19012,2241,7
OPTES BALTIC OÜ,17818,4745,84280,2
ORBITRON OÜ,17816,3214,54069,2
ALCARO OÜ,17814,18402,109322,3
OÜ SPACTUM,17814,15588,85658,7
KLF OÜ,17813,9328,124016,8
SIMILIS OÜ,17809,14158,83971,12
PROSYS OÜ,17809,3034,141828,2
DREESIS OÜ,17808,8693,124699,4
POLARIS INVEST OÜ,17799,2885,26339,2
TEN OÜ,17799,19865,0,7
FLOATINVEST OÜ,17798,637,156264,1
IVMALA GRUPP OÜ,17797,10158,101734,28
KARNI-VOOR OÜ,17795,12370,92528,15
TIGRAMAN OÜ,17794,11922,72137,14
AMADEO ESTONIA OÜ,17791,7730,173292,12
MASSIN OÜ,17781,525,67775,1
DIGIFOTO OÜ,17781,6595,93070,6
REIN ROSENBERG,17780,2446,142656,3
BRANDEM BALTIC OÜ,17778,11331,66179,9
ELTOVE OÜ,17777,6902,168314,7
AKNAMEES OÜ,17771,7558,65815,8
EVEKAS PUHKETALU OÜ,17769,561,133304,1
SINDI VESI OÜ,17768,10880,188789,8
TÄHE RAAMATUPIDAMISBÜROO OÜ,17767,9357,45066,6
FMJ OÜ,17767,10313,42720,8
SUBLAND OÜ,17766,8387,99058,2
RIDDEC ESTONIA OÜ,17765,9970,85116,7
AIRON OÜ,17762,14661,200833,6
WACTORY OÜ,17759,16985,267268,11
AMBROMED GRUPP OÜ,17758,19202,240,23
HYDROPOWER OÜ,17757,5000,154386,5
UPSTREAM OÜ,17753,3159,140967,2
PREMERE INVEST OÜ,17750,1196,85523,1
STERNFELT OÜ,17746,42490,405414,21
ORIENTAL EXPRESS OÜ,17746,2453,30228,2
ZENITH FAMILY OFFICE OÜ,17745,19221,159998,10
AADALBERT OÜ,17744,7578,142171,8
REPHOP OÜ,17743,10476,45551,2
EVENT MASTERS OÜ,17733,9951,156487,6
ENSERT OÜ,17731,10081,281884,7
OÜ KAKS KOKKA,17728,9097,102338,13
AUTOMATIC OÜ,17727,6265,64213,2
KINNISVARASTUUDIO OÜ,17723,374,89860,1
GRETE ME OÜ,17720,5174,141814,7
ERSTE TRANSPORT OÜ,17712,2082,234013,4
VIVANDOR OÜ,17712,6061,198949,10
JK MOTO OÜ,17702,2372,312750,6
HANDELMARK OÜ,17702,27778,278993,10
CUSTOM METAL OÜ,17699,9373,361217,17
UNION SERVICE OÜ,17698_55,561,,1
RAHULA AGRO OÜ,17698,6818,125949,7
GREEN BAY RIBS OÜ,17694,11010,106961,14
ELTAUR OÜ,17694,12065,84031,13
ARKONA OÜ,17692,10671,100207,10
BLACK RIVER GROUP OÜ,17692,8316,45102,11
REDEL DISAIN OÜ,17690,9271,94088,5
PRINT360 OÜ,17688,8649,97424,3
J.T.METSAD OÜ,17687,1335,173582,4
OSAÜHING BALTIC SUVENIIR,17686,8559,97959,16
OÜ LOGINES,17682,6681,97961,8
COPEES OÜ,17682,4361,58949,3
PAKSOL OÜ,17680,582,149702,1
MERINDORF OÜ,17680,9155,141820,3
INSERO OÜ,17679,16980,123853,11
KARULAUK OÜ,17678,12184,90703,15
GARDONA OÜ,17677,14734,60447,9
SCALEWIRELESS OÜ,17675,5054,148962,3
RÄPINA PÕLLUMAJANDUSLIK OÜ,17674,4612,152396,11
PILGRIM GROUP OÜ,17673,9016,238512,5
IMELIHTNE OÜ,17670,11537,98692,14
RAILSERVIS AS,17670,9775,51000,7
STS LOGISTIC OÜ,17667,2131,33097,4
LIVETTA OÜ,17663,5617,144698,4
LINPRO EHITUS OÜ,17661,7238,81272,11
OÜ RTG TEED,17660,6597,127277,3
TERASVAI OÜ,17659,1136,263179,2
PUURAMÄE OÜ,17657,2427,141505,2
KUUS INVEST OÜ,17657,10661,41133,1
ED INSENERID OÜ,17653,13187,52035,7
1PARTNER KOMMERTSKINNISVARA OÜ,17653,1383,209293,1
KEILA KALLUR OÜ,17653,9237,69911,5
AGESTIS OÜ,17648,2301,36313,2
MATVART OÜ,17647,18999,78478,4
RR RAKENNUS OÜ,17643,17367,4232,8
ELEC ENGINEERING OÜ,17642,8212,243350,9
ECP OÜ,17641,11715,648892,8
HITEH KINNISVARA OÜ,17639,7771,106696,4
VALTRO OÜ,17639,11107,40747,12
ESTROLA OÜ,17638,7889,88092,10
CRESTIV OÜ,17629,11107,39947,5
SCANERGO OÜ,17628,19105,108454,10
MASINAELEMENDID OÜ,17626,7114,122262,3
BELLA CASA HALDUS OÜ,17624,1530,160521,1
JUGGERNAUT OÜ,17621,13805,58764,15
REMIZ WELD OÜ,17621,4535,67201,4
JS VARA OÜ,17619,12778,75342,9
MINI-LINDA OÜ,17617,19058,87919,27
VARSTA TARVIKUTE OÜ,17617,6761,198704,5
EHITAJASASS OÜ,17613,4421,126001,4
LINDANTE OÜ,17608,4136,125343,9
OPS-TRANS OÜ,17607,9075,72616,6
ENERFIXER OÜ,17604,10985,103230,8
ELGRAF EHITUS OÜ,17603,6973,377385,4
VÄRKÄR OÜ,17603,6643,51930,5
REISTMAR OÜ,17602,5598,72469,4
OTEPÄÄ EHITAJA OÜ,17599,8103,82381,5
ALTIMA GRUPP OÜ,17599,6425,60264,4
SIFR OÜ,17598,18800,17379,3
KARUKÄPA PUUKOOL OÜ,17598,6744,71652,4
KAANON-TECH TÜH,17597,9777,76725,10
AGNESSA PIHLAKASE JA ANU MÄNNASTE HAMBARAVI OÜ,17596,19148,0,14
RUMFELD OÜ,17595,11947,77235,8
SERVEMET OÜ,17595,6027,125530,3
PATRONATO OÜ,17594,2942,74557,2
KIRS CONSULT OÜ,17593,983,99981,1
KROHVIKODA OÜ,17589,6930,81830,5
ALEXELA VARAHALDUSE AS,17586,17818,359471,5
ESTDAR GRUPP OÜ,17581,7410,101361,5
TRANSCOM AS,17580,17547,14693,8
AP PUIT OÜ,17578,8767,129786,8
NÄDALINE OÜ,17578,13605,69060,13
EIFFEL MEEDIA OÜ,17576,3289,137841,2
DINARO GRUPP OÜ,17573,11523,303157,10
ELIIT TEENINDUS OÜ,17573,9987,67332,16
FISKARS ESTONIA AS,17572,18352,56548,2
FLOAT PROJECT OÜ,17570,2954,92485,5
LM LAOMEISTER OÜ,17570,15358,77272,6
SOLDI OÜ,17570,7911,77130,10
LIGHT ELEKTER OÜ,17570,8996,179432,6
HEVAC OÜ,17569,15210,26575,6
EHE JA EHTNE KÄSITÖÖ OÜ,17564,14688,34025,10
KULDODA OÜ,17563,15207,75686,21
MARTENSI MAJA OÜ,17562,2014,134947,1
CONVOCATA OÜ,17561,10592,113615,10
AKK PROJEKT OÜ,17558,2716,93448,1
KADREMER OÜ,17554,3562,206345,3
SAMCO AIRCRAFT MAINTENANCE B.V. EESTI FILIAAL,17553,19024,0,2
P.M. TRANS OÜ,17547,5977,159451,11
OÜ AUMAN,17544,10819,62711,6
BROKERMAN RAAMATUPIDAMISTEENUSED OÜ,17540,10451,55230,8
IDEIA OÜ,17535,10428,85737,7
NV SYSTEM OÜ,17534,5241,116734,5
MARILAINE OÜ,17534,3386,117661,4
TIMESMITH OÜ,17534,1884,123817,5
GMP GRUPP AS,17533,42090,195119,57
PESUMAAILM OÜ,17533,12366,61917,7
DEVORAN OÜ,17529,2300,149342,5
MERGAR GRUPP OÜ,17528,9394,98541,7
PRINTFLY OÜ,17526,2206,146832,2
WESTSIGMA OÜ,17526,9611,90017,11
V.K.HOBI METS OÜ,17519,669,78477,1
STERLUX OÜ,17518,8380,93560,2
BLUEPRINTMEDIA OÜ,17518,14167,77469,7
NIEMI SOFA OÜ,17516,18816,190765,12
VIRUMAA KOOLITOIT OÜ,17515,14946,145547,29
ICOM VÕRGUD OÜ,17514,997,154561,1
PUDI-PADI AS,17513,6675,258377,5
TERMOISOLA AS,17513,1206,81826,3
OSAÜHING VALTU SPORDIMAJA,17512,12966,63348,12
SUNDRIVER OÜ,17509,3247,67096,3
BALTIC CARGOLINE PRO OÜ,17506,12543,88952,5
DR. HETTEL SEPP OÜ,17503,6800,5296,2
JENGER EESTI OÜ,17499,19254,72679,26
BAJONETT OÜ,17498,8629,146812,6
TRIPLE M OÜ,17497,19023,749349,8
SKRIINING OÜ,17491,11683,37148,6
ROMSS OÜ,17490,4467,172306,3
TÜRI APTEEK OÜ,17490,14989,139706,6
KREENHOLMI APTEEK OÜ,17489,11384,260173,9
ROSIDOR OÜ,17485,9655,108930,11
HARTWENG OÜ,17483,19484,240,6
METROTRANS OÜ,17480,2432,199282,4
TARTU ARHITEKTUURIBÜROO OÜ,17479,9278,66383,10
DORANOVA BALTIC OÜ,17477,4224,166447,1
ECOEHITUS PROJEKT OÜ,17473,14606,307078,4
ANREK OÜ,17473,3884,120764,5
ENERGIARING OÜ,17470,7110,78352,6
FORMEHITUS OSAÜHING,17468,18816,252415,15
EXIMP OÜ,17461,8162,155094,3
TEKOM OÜ,17459,13191,123371,10
RAKVERE LOOMAKLIINIK OÜ,17458,12191,105228,11
HENKA CT OÜ,17453,4624,153998,3
VPK KOOLITUS OÜ,17452,10767,69976,7
KOLTSI KAMINAD OÜ,17452,12897,214804,10
OSAÜHING ELMATIK,17452,8733,119242,4
REMINET OÜ,17452,13131,31417,3
TARKVARALABOR OÜ,17450,6077,107139,3
HITEH AS,17450,12577,69539,3
AHULA TP OÜ,17443,7668,54458,3
EXIM CHEMICALS OÜ,17442,563,121714,2
HELIVOR OÜ,17438,3584,137140,4
A KLASS EHITUS OÜ,17437,9116,40217,23
PREMIER OÜ,17433,942,84541,1
P.R. MAAVILJELUSE OÜ,17430,4378,108425,2
SAKSAVALGUS OÜ,17429,1038,144108,2
AQUA PURITY OÜ,17420,4660,366854,1
KOOLITUSVEEB OÜ,17420,1586,48215,3
ECCOM OÜ,17418,18949,230400,10
SERVIO OÜ,17411,2025,158401,1
FOODPROFF OÜ,17407,11972,116102,16
BALTIC INDEPENDENT GROUP OÜ,17406,18192,65340,4
KAARMA KT AS,17404,11961,334009,11
BORG OÜ,17399,18085,459769,12
RAKSAMAN OÜ,17397,18862,0,6
TERVARI OÜ,17397,19400,194037,16
MACGREGOR BLRT BALTIC OÜ,17392,28461,774743,7
ENTIGRENA OÜ,17392,6482,92322,9
RETPROFF OÜ,17388,18454,0,5
DIRECT INVEST MANAGEMENT OÜ,17377,580,175963,1
MARITIME CARGO LOGISTICS EESTI OÜ,17377,15813,514593,6
FASTLINK TRADE OÜ,17370,19570,0,4
SAUNAMEISTER OÜ,17370,10724,68270,5
KEMISTEIN OÜ,17369,6752,270146,3
GERBEX OÜ,17368,9162,62759,11
FRUX OÜ,17368,2614,177176,4
EKSPRESSKULLER OÜ,17367,4549,146672,3
PRIME FOX OÜ,17365,9973,58073,18
TANK CLEAN OÜ,17361,15355,35678,9
TEE KINNISVARA OÜ,17360,2582,97008,2
BALTHAUS EHITUS OÜ,17356,10687,192254,13
KONVENTO OÜ,17355,9046,188027,10
OÜ GRA,17355,1303,96418,2
SOLEDOR OÜ,17354,31950,248791,26
RANDEM OÜ,17352,11131,49130,7
AS LÄÄNE-NIGULA VARAHALDUS,17351,37058,274074,20
PÄHKLIMÄE TALU OÜ,17347,720,98361,1
KODUTV OÜ,17344,3889,72047,1
TRANSTERRA OÜ,17343,525,191846,1
OÜ OKEST,17341,7693,132182,16
WAZOMBI LABS OÜ,17338,16769,236810,13
SEEDCO OÜ,17335,9022,81424,4
LOCKNET OÜ,17334,9346,139322,4
ACCOUNT STUDIO OÜ,17331,13454,39779,5
RM KÜTTESEADMED OÜ,17330,11070,36073,6
AP HOLDING OÜ,17326,1984,108418,1
PITEK ARENDUS OÜ,17325,1784,104953,2
SAFRAN OÜ,17318,8299,40443,7
NORDIC FPC OÜ,17317,15212,7992,3
LIFEUP OÜ,17317,8600,164341,2
TMT OÜ,17316,18254,1137188,14
GO CLEAN OÜ,17305,6624,81897,9
SIMAR OÜ,17304,13656,72724,6
GASTROLINK AS,17304,17429,478793,6
VIIMSI KAUBAHOOV AS,17303,4499,45409,6
VAARIKU OÜ,17301,1487,88948,5
MEAVOR OÜ,17295,15418,310048,6
KELLIÄRI OÜ,17284,12796,156178,35
VORNER OÜ,17281,4171,94625,7
IRJAKO OÜ,17279,9185,197048,10
AGRISERVICE AS,17278,5519,1765,1
VK TRANS OÜ,17278,7229,94110,9
NETCENTER OÜ,17274,6659,100086,5
CLEANFIX PUHASTUS OÜ,17268,6309,91276,8
AA-SAT PROFESSIONAL OÜ,17266,15477,215778,3
AMINTOR OÜ,17262,10943,134251,12
GLOBAL PORTS ADVISORY EESTI OÜ,17262,17532,49998,3
VOBLA FISHING ESTONIA OÜ,17261,8740,263156,7
PEDAJA MAHETALU OÜ,17257,4948,69377,2
VITATEKA OÜ,17256,6065,142466,14
BALTIC ANUR OÜ,17254,12403,58495,8
INSPIRE GRUPP OÜ,17249,10094,50147,12
OÜ VSV BETOON,17249,5571,416142,3
METSASERV OÜ,17241,9401,39572,9
PF KAUBANDUS OÜ,17240,5881,155058,8
ELREM OÜ,17239,1023,158840,3
HK OAASIA OÜ,17237,18491,0,7
EGCC AS,17236,4009,164346,3
TOGETHERDONE OÜ,17236,4179,85745,1
201 OÜ,17235,4631,89253,3
FACON OÜ,17228,1923,93436,5
ESTRAL GRUPP OÜ,17227,9712,302306,4
E-AUDIT OÜ,17220,16624,9902,6
GROSSI PUIT OÜ,17220,3059,23721,4
OHTJA AGRO OÜ,17215,19428,3055,8
VISIOLINE INFRA OÜ,17214,9439,84750,4
KUMA DESIGN OÜ,17214,8747,103502,8
RENDIJUHT OÜ,17214,10582,38000,9
MZIURI OÜ,17212,11170,114526,16
LINAAGRO OÜ,17208,3099,138763,5
OÜ HARBOUR ENTERPRISE,17202,17399,209170,8
TATARI LOOMAKLIINIK OÜ,17201,10104,83699,7
TRIOLAB BALTIC OÜ,17200,17528,90969,4
TARMEKON OÜ,17194,1803,114260,3
INTEXLER OÜ,17193,8017,76382,5
STYLE WEAR AS,17192,11149,73604,13
INROMED OÜ,17191,18167,0,10
JOEKOPP OÜ,17184,4654,185827,6
SAMPO ANK OÜ,17183,8761,94279,7
KADAPIKU AGRO OÜ,17182,705,135166,2
SAILORS OÜ,17180,10739,70131,7
TEEDEST OÜ,17179,10152,213957,2
A.V.V. PROJEKT OÜ,17173,9347,213686,6
BONAMED OÜ,17171,2289,86716,2
AIN REGO,17168,4899,125099,3
OÜ PÜHA VITUS,17167,8385,126270,10
FERRON AKR OÜ,17165,3663,102444,5
MEH-DETAIL OÜ,17162,8515,65436,7
AVL AUDIITORTEENUSTE OÜ,17161,5166,36593,2
A.V.R.PROJEKT OÜ,17159,8239,56880,7
STRANTON CP OÜ,17158,8699,212842,5
SECOM ELEKTER OÜ,17158,10609,289315,8
TARVAPROJEKT OÜ,17156,2897,175736,4
EIK GRUPP OÜ,17156,19105,110000,6
CG EST OÜ,17153,19251,96000,13
OÜ SNELLI STAADION,17153,7033,46566,3
KSENUKAI DIGITAL OÜ,17152,17699,79379,10
PRUULMEISTRID OÜ,17150,916,196798,2
SUSHI EKSPERT OÜ,17149,8565,144524,17
ANTSMA OÜ,17148,3271,313192,2
BITBOARD OÜ,17148,6181,150475,8
LEENA-MIREKS OÜ,17148,9875,42077,8
KUNGLA DIALOOG OÜ,17146,7772,185035,4
KUBJA ÜRT OÜ,17145,6448,116530,6
TONDIRABA TENNISEKESKUS OÜ,17145,2564,125159,3
ERNI GRUPP OÜ,17145,7380,128705,3
FINANCE MANAGEMENT OÜ,17129,13442,59798,8
EPOGLYPH OÜ,17121,8529,117122,4
JÄRVE JUUKSURISALONG OÜ,17113,9970,77800,13
MAPHARM OÜ,17108,15828,232764,9
SOUTH BUILD OÜ,17106,18630,158882,15
TAAVI LIHT,17088,2083,85618,1
CLEANBALT OÜ,17082,11254,112268,26
SOLARPLANT OÜ,17071,2957,125065,5
JÄGALA ENERGY OÜ,17067,16719,28081,5
UNIMAK GRUPP OÜ,17063,5069,175861,3
RAPLA PLAST AS,17037,17712,80713,15
WATTAMPEX OÜ,17032,9886,79954,5
BRUNNER BALTIC OÜ,17028,7183,30385,2
VENUSEST OÜ,17027,6559,243188,6
EESTI VALGUS OÜ,17001,6373,132877,8
VESKI KÕRTS OÜ,16991,13363,97985,14
ESTON-V OÜ,16988,12459,199738,10
PÕHJAKA VIINAKÖÖK OÜ,16984,1530,53696,4
MODUS OÜ,16977,11107,53361,5
ROSMA OÜ,16960,483,82433,1
AT PRATEKO OÜ,16960,1700,236548,2
NORDIC EXPERIENCE OÜ,16956,10776,76026,5
TEHO PARTNERS OÜ,16956,11000,146348,14
IM KOVA OÜ,16944,4018,52957,2
KOIKLA OÜ,16939,3942,78879,3
KRISTIINE PEREARSTID OÜ,16936,14261,0,6
FENDU OÜ,16925,8299,130602,7
APECO GROUP OÜ,16924,10770,117606,6
BIOPLANET OÜ,16911,561,220431,1
KLAUD CAFE OÜ,16906,11684,97842,16
ENDIIVA OÜ,16896,8172,71495,7
SAAREMAA APTEEK OÜ,16889,12722,254610,9
EESTI RATSASPORDI LIIT,16882,14970,294644,3
ESTMER PARTNER OÜ,16882,9673,45295,5
DAMSO OÜ,16873,8694,65994,3
MITTELDORF OÜ,16865,5534,121308,4
WESTSERVIS OÜ,16858,7048,84578,13
VIIMSI KORVPALLIKLUBI,16845,16975,17500,13
HANNORA OÜ,16843,17712,111372,10
VAIMAR ENGINEERING OÜ,16840,3891,58834,2
OSAÜHING JUURA,16826,11745,73260,8
DECOR EXPERT OÜ,16821,11839,137954,12
OÜ PROJEKTIN,16813,2278,205179,1
MILVAANIA OÜ,16808,8297,80176,7
AQUA MARINA AS,16804,8270,3064789,1
LOGIC TECHNOLOGIES OÜ,16801,5617,24036,3
KIMEKS EHITUS OÜ,16798,1620,108556,1
HEXANOR HALDUS OÜ,16791,3515,135195,1
SILMAR EHITUSMEISTER OÜ,16788,7008,138239,5
ETL-BALTIC GROUP OÜ,16784,14701,63521,5
ELEKTROLINK OÜ,16772,16523,96436,8
GANTELLO OÜ,16760,10021,113240,8
VIRUVÄRVID OÜ,16741,9155,104568,7
GRENADER GRUPP OÜ,16720,8503,286465,7
HORIZON PACKAGING OÜ,16713,3992,326601,4
ÄTTEVÄLJA OÜ,16711,3307,86877,1
VENTILATSIOONI OÜ,16689,5589,397010,6
HUDSON OÜ,16687,4421,48429,1
ALEX GRUPP OÜ,16681,10260,72577,8
RULONAS OÜ,16680,17530,875530,6
ARTAUTO KERETÖÖD OÜ,16678,10806,113063,10
LEO MAANTE,16668,3375,102675,2
LIISI OÜ,16660,8168,69695,8
VABADUSKOHVIK OÜ,16658,9321,137802,29
MEATPOINT OÜ,16657,826,250596,1
WIZARD CONSULT RAAMATUPIDAMISBÜROO OÜ,16656,9978,59762,13
OSAÜHING MEGARON KINNISVARA,16647,3510,64128,2
RAAMATUPIDAMINE & FINANTS OÜ,16633,10919,39840,5
VAN FLEET EUROPE OÜ,16628,5597,70121,4
NARVA GATE OÜ,16627,6857,303675,6
DVSP CONSULTING OÜ,16627,819,40181,1
EUROINFRA OÜ,16626,3907,141169,6
KÕRGEMÄE AGRO OÜ,16599,3524,113487,2
COLLUM CONSULT OÜ,16588,10630,152858,4
A! VEOD PESULA OÜ,16585,6769,76952,9
ARHITEKT MUST OÜ,16578,3316,92121,5
WILLA INVEST OÜ,16577,994,55405,1
PITALEX EHITUS OÜ,16576,8358,108204,9
W & H NORDIC AB EESTI FILIAAL,16575,13420,22635,1
OÜ PYROLLA,16560,4247,127321,6
RETROMARK OÜ,16540,7956,52874,5
KALEV NUKKA,16511,15677,136684,11
MINITEAM OÜ,16511,13454,304116,15
KÄRDLA APTEEK OÜ,16505,8872,235105,4
BAITAIM OÜ,16503,10184,78011,4
STABIMER ÕIGUSBÜROO OÜ,16499,7330,55366,5
LAAGRIMEES OÜ,16494,1020,382642,3
STRONG SERVICE OÜ,16492,7649,51185,3
DOCS BALTIC OÜ,16492,3795,232686,5
PEHMESISUSTUS OÜ,16480,10454,56512,8
MORENTEK OÜ,16475,9280,88782,8
MERIADOK OÜ,16471,5227,53016,6
GREEN GARDEN & K OÜ,16455,4068,81155,2
LINNAILU OÜ,16453,2211,86443,1
HELIONBALTIC OÜ,16446,7416,53911,8
AIRPOWER OÜ,16436,8761,70724,4
LIHTNE KODU OÜ,16435,2859,96711,6
S-FOOD OÜ,16432,11349,121194,9
BETMIXER OÜ,16430,7739,135547,10
AUTOMAALER OÜ,16422,9790,70845,5
KUNDA MOBIL AS,16412,12522,267788,8
WERROWOOL OÜ,16390,7286,342325,5
INFOLINK GRUPP OÜ,16383,6319,160942,7
NAVAKA TRANSPORT GRUPP OÜ,16381,7251,52045,6
REIU PUHKEKESKUS OÜ,16378,1942,105133,3
PERTSA OÜ,16376,9097,77329,9
GLOBAL MEDIA SYSTEMS OÜ,16370,8536,158315,5
OBERIS OÜ,16361,12925,74293,25
KADAKA BAAR OÜ,16335,9945,76858,13
CORNDAIS OÜ,16331,3346,85109,1
VARSON KAUBANDUS OÜ,16313,9919,112670,4
PROVISUM PRIVATE WEALTH OÜ,16309,4259,66207,1
EHITUSKAUBAD OÜ,16295,531,128352,1
TOOMA PÕLLUMAJANDUSE OÜ,16290,6482,104842,4
RANTIPOL OÜ,16289,13284,262891,14
OBERLINE OÜ,16277,15972,52604,19
BIKONST EHITUS OÜ,16274,2453,60057,4
OVO KREDIIT OÜ,16268,12341,66800,32
ROYALTEX OÜ,16266,540,142947,1
BNT ATTORNEYS-AT-LAW ADVOKAADIBÜROO OÜ,16260,11982,200266,7
TARFIN OÜ,16255,17616,784847,9
TENPOINT OÜ,16255,7762,107587,6
STOLDE OÜ,16245,6428,134778,6
GIRACON OÜ,16240,18874,7203,10
SUPREMO OÜ,16236,1518,167248,2
EPOX OÜ,16234,6646,200113,2
EGEEN AS,16230,17420,331183,7
PÄRNU MAAMÕÕDUTEENISTUS OÜ,16225,10500,43005,8
STELLUM VALVESEADMED OÜ,16207,5678,68447,3
GEOSPATIAL OÜ,16196,6672,110837,4
LOQUIZ OÜ,16183,17428,93002,7
PLEKK JA VÄRV AUTOTEENINDUSE OÜ,16183,6189,121946,6
METALL TT OÜ,16183,11084,209896,11
AAB PROJEKT OÜ,16182,12722,51695,4
HABAJA TK OÜ,16180,561,106395,1
KALVITER OÜ,16178,1190,196412,1
ÕPILASMALEV SIHTASUTUS,16177,16879,27562,10
SEITUNG AS,16175,11928,89305,10
TULUNDUSÜHISTU EESTI PUIDUMÜÜGIKESKUS,16174,11280,12486481,3
